Date,AveragePrice,Total.Volume,X4046,X4225,X4770,Total.Bags,Small.Bags,Large.Bags,XLarge.Bags,type,year,region
04/06/17,2.43,6820.7,2184.08,3605.15,0,1031.47,1029.6,1.87,0,organic,2017,Sacramento
21/05/17,1.53,4711.98,319.75,1148.21,68.52,3175.5,91.01,3084.49,0,organic,2017,Spokane
10/12/17,1.17,5543004.84,235645.01,4168090.07,8054.61,1131215.15,960202.45,170986.87,25.83,conventional,2017,Northeast
23/10/16,1.67,2916578.9,137388.92,1930226.81,16940.59,832022.58,817362.4,12135.18,2525,conventional,2016,Northeast
09/07/17,1.12,3382974.98,1520215.45,437585.1,87693.03,1337481.4,1285980.32,788.55,50712.53,conventional,2017,LosAngeles
19/07/15,1.39,369973.99,15791.25,237182.53,1472.69,115527.52,103254.89,12272.63,0,conventional,2015,Philadelphia
31/07/16,1,851296.1,392455.55,202783.6,11881.45,244175.5,118231.43,125777.4,166.67,conventional,2016,PhoenixTucson
22/03/15,1.64,3813.7,297.71,2408.67,51.68,1055.64,306.67,748.97,0,organic,2015,Nashville
05/03/17,1.07,146065.71,12954.25,28009.38,6.45,105095.63,77383.56,27712.07,0,organic,2017,LosAngeles
28/08/16,1.11,352297.98,197155.13,48370.23,6799.65,99972.97,82906.46,17066.51,0,conventional,2016,SouthCarolina
04/12/16,1.36,5338.71,485.75,1639.28,0,3213.68,3074.56,139.12,0,organic,2016,Columbus
12/03/17,1.87,14773.91,119.61,198.91,0,14455.39,14455.39,0,0,organic,2017,NorthernNewEngland
25/12/16,0.68,72161.05,2888.38,7043.82,9.89,62218.96,638.89,61580.07,0,organic,2016,Portland
06/11/16,1.39,104169.98,39065.25,23895.38,156.15,41053.2,40762.52,290.68,0,conventional,2016,Roanoke
02/04/17,1.64,191988.18,31381.85,69457.56,17.3,91131.47,87215.5,3915.97,0,organic,2017,California
04/02/18,1.04,909127.6,189717.79,289707.88,853.2,428848.73,115360.8,312387.51,1100.42,conventional,2018,Seattle
07/06/15,1.93,1547.03,25.6,125.66,0,1395.77,1395.77,0,0,organic,2015,Albany
30/04/17,1.39,55920.43,1574.25,12759.95,4.01,41582.22,698.72,40883.5,0,organic,2017,Seattle
07/01/18,1.69,27971.66,1954.92,3857.27,0,22159.47,22155.03,4.44,0,organic,2018,Philadelphia
06/12/15,0.75,6202513.84,2097720.52,2051392.83,107568.34,1945832.15,1360760.83,582846.33,2224.99,conventional,2015,West
10/09/17,1.77,117342.62,62701.34,11080.3,27.8,43533.18,22005.33,20014.52,1513.33,conventional,2017,Jacksonville
08/11/15,0.96,197713.69,122265.65,21552.54,692.39,53203.11,49206.68,3996.43,0,conventional,2015,NewOrleansMobile
30/04/17,1.88,1703.77,0,160.66,0,1543.11,1061.85,481.26,0,organic,2017,Syracuse
02/04/17,1.46,11266.02,576.56,4786.73,0,5902.73,1028.7,4874.03,0,organic,2017,Detroit
29/11/15,1.4,3109.42,78.81,199.95,11.9,2818.76,314.95,2503.81,0,organic,2015,HarrisburgScranton
22/11/15,0.96,127165.59,79960.92,10083.16,5985.48,31136.03,23717.19,7157.13,261.71,conventional,2015,Nashville
14/06/15,1.1,465804.78,386370.5,17701.12,471.72,61261.44,48612.13,12578.28,71.03,conventional,2015,Atlanta
29/01/17,1.04,5571.99,222.81,1495.17,0,3854.01,1209.49,2644.52,0,organic,2017,Indianapolis
31/01/16,1.04,364612.83,131406.58,59678.32,96298.92,77229.01,49335.73,12767.39,15125.89,conventional,2016,Detroit
28/08/16,1.38,812410.86,258578.88,469333.14,13522.19,70976.65,68675.23,990.31,1311.11,conventional,2016,SanFrancisco
21/06/15,0.95,438581.5,262821.95,58036.49,773.09,116949.97,80513.03,36436.94,0,conventional,2015,Tampa
11/01/15,1.68,4193.17,349.17,3226.58,0,617.42,416.25,201.17,0,organic,2015,Columbus
17/07/16,1.33,139949.09,5230.59,67804.19,1.59,66912.72,16340.21,50572.51,0,organic,2016,GreatLakes
13/08/17,1.49,171995.95,90069.37,14574.55,68.45,67283.58,40501.07,23085.84,3696.67,conventional,2017,Jacksonville
17/09/17,2.39,5487.1,1148.88,131.26,0,4206.96,4200.29,6.67,0,organic,2017,LasVegas
13/12/15,0.93,67512.97,1262.85,20963.47,3.35,45283.3,21656.83,23626.47,0,organic,2015,Portland
29/10/17,1.83,34011.21,7.41,1225.55,0,32778.25,32401.82,376.43,0,organic,2017,Boston
11/03/18,1.16,580771.43,372746.58,45277.75,1442.66,161304.44,92677.26,68493.85,133.33,conventional,2018,Tampa
24/04/16,1,23975.47,7481.26,2070.02,0,14424.19,9987.35,4436.84,0,organic,2016,DallasFtWorth
15/03/15,1.26,779754.03,204467.41,455307.39,25349.5,94629.73,93761.35,862.22,6.16,conventional,2015,SanFrancisco
06/08/17,1.35,170536.59,7818.03,78546.1,1301.64,82870.82,39049.2,41000.59,2821.03,conventional,2017,Indianapolis
06/09/15,1.62,2794.65,321.17,1731.98,0,741.5,413.33,328.17,0,organic,2015,Indianapolis
20/11/16,1.1,8894.34,320.57,1919.85,253.34,6400.58,1854.79,4545.79,0,organic,2016,RichmondNorfolk
12/03/17,1.55,495117.57,5729.95,389749.89,3675.15,95962.58,75284.64,20014.05,663.89,conventional,2017,Boston
15/01/17,1.66,142739.21,27811.48,58090.25,3.08,56834.4,55364.11,1470.29,0,organic,2017,California
17/09/17,2.4,139471.62,22989.15,25396.53,55.47,91030.47,60324.57,30664.81,41.09,organic,2017,West
27/12/15,1.04,123096.09,4647.28,69384.73,11206.4,37857.68,20644.64,11524.06,5688.98,conventional,2015,Indianapolis
18/09/16,0.94,603235.38,125312.43,146731.4,13568.76,317622.79,302546.28,14940.66,135.85,conventional,2016,Portland
26/06/16,1.1,8491.02,492.49,3910.86,0,4087.67,698.81,3388.86,0,organic,2016,Columbus
04/03/18,1.53,820728.47,109595.38,465039.55,104755.22,141338.32,97377.72,42517.93,1442.67,conventional,2018,Chicago
10/04/16,1.63,6772.32,0,174.71,0,6597.61,1835.91,4761.7,0,organic,2016,BuffaloRochester
09/07/17,1.42,120562.92,11868.34,28851.85,0,79842.73,79833.93,8.8,0,organic,2017,LosAngeles
29/01/17,1.21,423387.02,15901.2,348629.28,3634.19,55222.35,55222.35,0,0,conventional,2017,NorthernNewEngland
05/03/17,1.18,107354.25,3123.26,90784.49,57.86,13388.64,13277.29,111.35,0,conventional,2017,Albany
27/03/16,1.08,639420.34,4253.9,463187.03,51477.79,120501.62,120388.84,112.78,0,conventional,2016,Boston
24/07/16,1.19,95001.32,2352.49,57404,1995.85,33248.98,15345.04,15463.98,2439.96,conventional,2016,Louisville
23/10/16,1.75,11324.45,0,153.88,0,11170.57,11170.57,0,0,organic,2016,NorthernNewEngland
15/10/17,1.74,115437.92,24823.67,3241.9,0,87372.35,85526.15,1846.2,0,organic,2017,SouthCentral
28/01/18,1.26,8251.66,45.63,737.22,0,7468.81,7468.81,0,0,organic,2018,GrandRapids
01/10/17,1.64,290521.98,12237.85,217700.24,1440.92,59142.97,20376.29,38766.68,0,conventional,2017,NorthernNewEngland
12/06/16,1.09,21266.49,545.86,10293.17,0,10427.46,691.21,9736.25,0,organic,2016,CincinnatiDayton
31/01/16,1.04,437490.64,290451.27,58974.21,412.16,87653,54822.3,32830.7,0,conventional,2016,Atlanta
22/11/15,1.11,115384.56,3979.57,68939.61,9639.94,32825.44,20313.48,11041.51,1470.45,conventional,2015,Indianapolis
04/09/16,0.88,3431676.04,1409249.49,626922.72,43844.13,1351659.7,1295162.06,32720.37,23777.27,conventional,2016,LosAngeles
19/02/17,1.43,592952.35,127051.75,363472.25,322.56,102105.79,91672.29,10433.5,0,organic,2017,Northeast
01/10/17,2.82,8276.33,12.62,4182.38,174.37,3906.96,3656.44,250.52,0,organic,2017,Charlotte
29/03/15,1.2,254520.54,169276.36,18562,94.15,66588.03,45155.64,21432.39,0,conventional,2015,Tampa
04/09/16,1.37,4643.21,77.63,45.58,0,4520,4450,70,0,organic,2016,Tampa
16/07/17,1.3,270590.36,54756.27,94289.74,6881.95,114662.4,109084.83,3044.24,2533.33,conventional,2017,RaleighGreensboro
11/03/18,1,345645.83,95991.36,94894.74,1776.1,152983.63,139363.88,13327.83,291.92,conventional,2018,RichmondNorfolk
28/02/16,1.17,357504.15,5558.93,305866.9,232.83,45845.49,43903.95,1941.54,0,conventional,2016,HartfordSpringfield
31/01/16,0.88,282933.79,164436.06,33071.52,347.05,85079.16,74926.48,10152.68,0,conventional,2016,NewOrleansMobile
24/09/17,1.89,6852.14,155.62,218.47,0,6478.05,5656.66,821.39,0,organic,2017,NewOrleansMobile
18/09/16,1.52,8239.74,58.18,3901.06,0,4280.5,1893.28,2387.22,0,organic,2016,Roanoke
24/05/15,1.04,35344183.15,16000107.8,12513821.19,899779.92,5930474.24,5094263.38,815628.55,20582.31,conventional,2015,TotalUS
07/01/18,1.76,16925.62,3822.41,2695.1,0,10408.11,10364.12,43.99,0,organic,2018,PhoenixTucson
10/05/15,1.02,36400886.58,16215328.75,13509064.65,858145.45,5818347.73,4991625.82,816629.4,10092.51,conventional,2015,TotalUS
29/01/17,0.6,4230448.98,1439453.61,741369.62,67607.57,1982018.18,1923042.64,29993.97,28981.57,conventional,2017,LosAngeles
17/07/16,0.88,261737.36,53603.39,25828.34,304.22,182001.41,152990.15,20179.44,8831.82,conventional,2016,StLouis
14/02/16,1.24,14196.18,6478.08,52.39,0,7665.71,5084.44,2581.27,0,organic,2016,Houston
29/03/15,0.97,237188.41,161509.61,9472.68,77.75,66128.37,62564.2,3564.17,0,conventional,2015,NewOrleansMobile
31/07/16,1.03,38209.32,11152.52,584.88,0,26471.92,20744.05,5727.87,0,organic,2016,DallasFtWorth
09/08/15,1.92,8552.32,21.61,639.29,0,7891.42,7881.42,10,0,organic,2015,NorthernNewEngland
11/02/18,1.09,321368.64,77585.95,165153.24,116.39,78513.06,72248.7,4766.58,1497.78,conventional,2018,HarrisburgScranton
10/12/17,1.6,5703.21,93.53,721.9,0,4887.78,4884.45,3.33,0,organic,2017,Orlando
25/09/16,1.35,16032.03,468.89,7138.63,0,8424.51,781.74,7642.77,0,organic,2016,CincinnatiDayton
26/04/15,1.1,319659.25,191953.94,43170.27,16204.46,68330.58,63208.06,5122.52,0,conventional,2015,SouthCarolina
22/10/17,1.15,4919102.69,2541201.97,796819.87,11499.33,1569581.52,1211443.25,357979.25,159.02,conventional,2017,SouthCentral
24/07/16,2.32,29300.63,3376.77,15393.58,2405.74,8124.54,7608.87,515.67,0,organic,2016,NewYork
20/11/16,1.06,4150510.67,2351202.94,871661.63,16553.22,911092.88,735263.86,173417.7,2411.32,conventional,2016,SouthCentral
16/07/17,1.37,2558156.26,1327685.51,409058.25,105463.36,715949.14,658086.39,14421.29,43441.46,conventional,2017,LosAngeles
02/07/17,1.44,25731.81,11850.59,2544.28,61.31,11275.63,551.17,10724.46,0,organic,2017,Denver
06/12/15,0.71,95295.34,35590.98,12526.5,4086.26,43091.6,42734.53,0,357.07,conventional,2015,Boise
10/05/15,1.23,835938.63,55587.31,545784.15,141250.98,93316.19,88847.94,4468.25,0,conventional,2015,Chicago
25/02/18,1.74,90985.4,10382.97,35406.21,0,45196.22,45169.68,26.54,0,organic,2018,LosAngeles
07/05/17,1.09,47293921.6,17076650.82,13549102.59,863471.88,15804696.31,11228049.63,4324231.19,252415.49,conventional,2017,TotalUS
25/12/16,1.6,8198.42,169.38,3060.27,369.81,4598.96,4526.08,72.88,0,organic,2016,RaleighGreensboro
11/09/16,0.88,671817.53,155407.07,156920.67,15697.22,343792.57,343446.3,104.02,242.25,conventional,2016,Portland
31/01/16,1.6,3198.3,1598.53,35.88,0,1563.89,1563.89,0,0,organic,2016,Tampa
13/11/16,1.11,4224677.32,2338883.91,971219.17,22128.14,892446.1,710489.09,180468.83,1488.18,conventional,2016,SouthCentral
21/06/15,1.8,1591.6,74.67,1040.59,0,476.34,326.87,149.47,0,organic,2015,Indianapolis
09/07/17,1.38,77529.57,1001.92,45176.42,381.6,30969.63,26802.91,1161.72,3005,conventional,2017,Syracuse
26/03/17,2.02,2250.22,166.49,263.32,0,1820.41,1820.41,0,0,organic,2017,Albany
23/08/15,1.08,29699845.61,11283021.31,12551529.7,909284.22,4956010.38,4318010.6,612362.43,25637.35,conventional,2015,TotalUS
12/11/17,1.56,226866,6490,162389,206,57781,55528,2253,0,conventional,2017,HartfordSpringfield
28/08/16,1.66,1922.46,17.35,200.92,0,1704.19,1704.19,0,0,organic,2016,Albany
06/12/15,1.59,27081.13,819.66,26104.8,0,156.67,156.67,0,0,organic,2015,Chicago
15/05/16,1.09,164790.54,1410.85,72074.47,1160.99,90144.23,90144.23,0,0,conventional,2016,BuffaloRochester
27/12/15,1.9,21565.58,1752.06,6546.95,1319.02,11947.55,5757.79,6189.76,0,organic,2015,NewYork
11/03/18,1.62,17727.19,2335.09,3082.62,0,12309.48,12278.25,31.23,0,organic,2018,PhoenixTucson
23/07/17,1.63,272856.18,8003.45,34071.85,1137.51,229643.37,203830.16,25813.21,0,organic,2017,Northeast
07/08/16,1.04,142168.01,43871.58,45988.71,170.74,52136.98,42151.76,9020.22,965,conventional,2016,Roanoke
03/05/15,0.98,208821.04,5264.18,145405.43,5183.12,52968.31,24324.24,28644.07,0,conventional,2015,Pittsburgh
21/08/16,1.6,12593.77,985.59,3391.77,482.81,7733.6,7072.24,661.36,0,organic,2016,SouthCarolina
18/01/15,1.27,99496.16,57479.2,16442.71,513.69,25060.56,14684.19,10376.37,0,conventional,2015,Jacksonville
16/08/15,2.39,3753.16,1360.6,2053.79,2.72,336.05,336.05,0,0,organic,2015,HartfordSpringfield
08/02/15,1.13,729325.61,28216.83,499138.28,119634.41,82336.09,78980.96,3273.2,81.93,conventional,2015,Chicago
29/11/15,0.99,333280.79,250288.65,28889.63,307.83,53794.68,33031.72,20738.55,24.41,conventional,2015,Atlanta
27/11/16,1.38,148538.06,76603.69,17900.83,50,53983.54,40901.98,12685.45,396.11,conventional,2016,NewOrleansMobile
03/12/17,1.81,125973.2,23983.71,47847.46,0,54142.03,54089.5,52.53,0,organic,2017,California
17/04/16,1.31,250678.16,32114.27,89178.52,155.12,129230.25,64711.23,64519.02,0,organic,2016,West
12/11/17,1.67,12271.52,203.73,3368.13,0,8699.66,5085.49,3614.17,0,organic,2017,CincinnatiDayton
04/10/15,1.87,1155.28,23.52,1114.66,0,17.1,0,17.1,0,organic,2015,Louisville
17/01/16,1.05,304269.38,138371.21,49996.61,101.81,115799.75,70537.04,45235.19,27.52,conventional,2016,Tampa
08/03/15,1.18,62728.85,2777.27,38415.34,1615.17,19921.07,11944.24,7667.38,309.45,conventional,2015,Louisville
24/04/16,1.11,110395.86,27167.11,16727.91,39.84,66461,46304.57,20156.43,0,organic,2016,SouthCentral
08/11/15,1.55,4031.98,2.38,141.17,0,3888.43,3888.43,0,0,organic,2015,BuffaloRochester
28/02/16,1.62,14556.02,503.01,8253.43,308.93,5490.65,1187.22,4303.43,0,organic,2016,BaltimoreWashington
27/09/15,1.15,137849.61,2977.77,87274.97,13024.28,34572.59,28888.74,1913.24,3770.61,conventional,2015,GrandRapids
09/10/16,2.09,5771.2,1016.77,2518.91,0,2235.52,2219.25,16.27,0,organic,2016,LasVegas
17/05/15,0.97,277502.12,5515.43,202939.01,12421.42,56626.26,52456.3,3991.49,178.47,conventional,2015,GrandRapids
01/03/15,1.07,230913.14,28899.98,134019.55,614.07,67379.54,65870.9,1508.64,0,conventional,2015,HarrisburgScranton
30/08/15,1.04,3388803.79,478858.03,1877733.21,419390.5,612822.05,457558.59,111788.68,43474.78,conventional,2015,GreatLakes
18/02/18,1.8,20608.98,2304.48,4614.12,0,13690.38,3448.31,10232.51,9.56,organic,2018,Portland
01/02/15,1.66,3977.03,456.99,1272.79,503.05,1744.2,1580,164.2,0,organic,2015,SouthCarolina
08/02/15,0.94,171749.31,125785.83,8119.73,9717.73,28126.02,25896.73,2229.29,0,conventional,2015,Nashville
17/05/15,1.67,11593.7,8485.76,1510.63,0,1597.31,866.67,730.64,0,organic,2015,PhoenixTucson
14/08/16,1.4,8519.17,1.28,310.54,0,8207.35,8207.35,0,0,organic,2016,NorthernNewEngland
05/03/17,0.99,2768930.88,897311.08,518369.51,83307.14,1269943.15,1214991.2,6376.28,48575.67,conventional,2017,LosAngeles
08/03/15,1.52,12545.98,8912.48,1115.21,0,2518.29,2513.33,4.96,0,organic,2015,PhoenixTucson
30/10/16,1.75,44666,5090.29,15508.61,572.47,23494.63,5220.39,18274.24,0,organic,2016,Southeast
05/02/17,1.7,1112.77,54.67,688.31,0,369.79,369.79,0,0,organic,2017,GrandRapids
24/05/15,1.54,2254.02,856.32,71.5,0,1326.2,1007.5,318.7,0,organic,2015,Pittsburgh
20/12/15,0.98,416298.84,82416.56,134956.77,13276.06,185649.45,185479.46,29.77,140.22,conventional,2015,Portland
14/06/15,1.08,622880.59,180452.62,323409.94,18608.64,100409.39,99951.29,393.39,64.71,conventional,2015,Portland
04/01/15,0.98,3204112.16,2296069.27,320373.63,18938.42,568730.84,287820.14,280910.7,0,conventional,2015,Southeast
29/01/17,1.53,7330.86,1102.57,4181.73,0,2046.56,5.58,2040.98,0,organic,2017,Atlanta
05/04/15,1.69,194132.3,69519.19,82145.27,78.72,42389.12,8993.07,33396.05,0,organic,2015,West
11/10/15,1.59,6683.43,42.36,2450.97,861.5,3328.6,2405.52,923.08,0,organic,2015,RaleighGreensboro
12/07/15,1.19,247167.15,38293.85,78845.11,42204.73,87823.46,86455.56,1367.9,0,conventional,2015,RaleighGreensboro
14/02/16,0.65,3664088.6,931605.09,837742.21,90043.21,1804698.09,1567442.4,222150.04,15105.65,conventional,2016,LosAngeles
02/07/17,1.02,113658.98,2605.69,47985.11,340.48,62727.7,23991.67,38397.78,338.25,conventional,2017,Louisville
04/06/17,1.8,394307.04,38390.3,221022.3,643.86,134250.58,118507.2,15415.88,327.5,conventional,2017,Philadelphia
14/05/17,2.64,20842.19,8772.82,8839.82,2.91,3226.64,3204.39,22.25,0,organic,2017,SanFrancisco
12/07/15,1.01,6269.43,409.42,2453.22,0,3406.79,80,3326.79,0,organic,2015,Columbus
04/12/16,1.52,68500.56,9917.23,25081.27,10.96,33491.1,30856.88,2634.22,0,organic,2016,LosAngeles
13/09/15,0.86,1212585.41,564967.74,494078.53,9094.89,144444.25,119755.29,24666.41,22.55,conventional,2015,DallasFtWorth
04/12/16,0.7,356617.38,2443.73,132792.54,2845.22,218535.89,24193.8,194318.91,23.18,conventional,2016,CincinnatiDayton
21/01/18,1.59,22101.1,4,664.79,0,21432.31,21432.31,0,0,organic,2018,NorthernNewEngland
12/07/15,1.8,115063.87,45482.88,60702.07,3.11,8875.81,8867.16,8.65,0,organic,2015,California
11/03/18,1.59,25324.3,1328.95,14303.09,0,9692.26,9692.26,0,0,organic,2018,SanDiego
15/05/16,1.42,119264.62,2617.15,73990.73,54.29,42602.45,18199.73,24402.72,0,organic,2016,GreatLakes
12/02/17,1.33,6425.79,254.69,0,0,6171.1,5927.54,243.56,0,organic,2017,NewOrleansMobile
25/03/18,1.54,74180.36,4775.73,19162.3,0,50242.33,38235.54,12006.79,0,organic,2018,Plains
16/10/16,1.69,638848.04,63424.01,363924.96,19878.73,191620.34,190381.9,1238.44,0,conventional,2016,BaltimoreWashington
09/07/17,2.17,20152.69,9.43,1693.69,0,18449.57,16339.33,2110.24,0,organic,2017,Boston
19/07/15,0.78,1093424.59,517797.01,424786.53,4233.66,146607.39,73695.03,72912.36,0,conventional,2015,Houston
07/05/17,1.37,214795.58,85199.26,18033.84,265.76,111296.72,78386.36,32515.65,394.71,conventional,2017,StLouis
05/02/17,0.81,706098.15,365828.76,182799.5,6024.17,151445.72,92596.35,58746.59,102.78,conventional,2017,SouthCarolina
26/02/17,0.73,1372811.19,821922.48,198567.11,32790.32,319531.28,292306.27,27130.14,94.87,conventional,2017,DallasFtWorth
29/05/16,1.21,235009.02,49747.65,92110.53,41274.31,51876.53,45120.69,6510.84,245,conventional,2016,Charlotte
08/11/15,1.5,1059.69,12.99,732.62,0,314.08,43.3,270.78,0,organic,2015,Boise
06/08/17,1.33,32529920.23,11292580.44,10988313.58,665312.55,9583713.66,6889925.78,2376269.93,317517.95,conventional,2017,TotalUS
12/07/15,1.07,31660031.68,12384449.4,12403360.2,980361.75,5891860.33,5067198.34,796786.14,27875.85,conventional,2015,TotalUS
04/10/15,1.04,200821.29,67267.71,91381.65,11357.4,30814.53,30425.15,389.38,0,conventional,2015,RichmondNorfolk
22/11/15,1.89,6755.96,5652.01,901.74,0,202.21,196.67,5.54,0,organic,2015,PhoenixTucson
12/04/15,1.42,118172.53,884.02,45443.61,92.75,71752.15,70938.4,813.75,0,conventional,2015,BuffaloRochester
12/11/17,1.53,8438.61,590.03,1463.98,0,6384.6,6057.45,327.15,0,organic,2017,Columbus
16/07/17,2.02,75021.72,10041.65,24449.24,0,40530.83,40510.47,20.36,0,organic,2017,LosAngeles
23/07/17,2,9135.63,22.63,5297.61,390.71,3424.68,3424.68,0,0,organic,2017,Charlotte
27/11/16,2.67,7148.3,46.61,3046.39,2.74,4052.56,4006.86,45.7,0,organic,2016,HartfordSpringfield
19/07/15,1.56,633327.17,146180.86,385520.87,19150.08,82475.36,81674.34,801.02,0,conventional,2015,SanFrancisco
30/10/16,2.44,5676.57,1550.22,3615.86,0,510.49,510.49,0,0,organic,2016,Sacramento
23/10/16,1.11,156831.11,84696.78,21559.06,1763.25,48812.02,46730.56,2081.46,0,conventional,2016,Columbus
10/12/17,1.02,424938.5,267852.26,33749.43,892.21,122444.6,63079.34,59365.26,0,conventional,2017,Orlando
09/07/17,1.64,701869.5,64096.37,448758.2,6202.11,182812.82,170309.91,3724.85,8778.06,conventional,2017,BaltimoreWashington
21/06/15,1.8,5259.46,402.38,4021.48,0,835.6,376.67,458.93,0,organic,2015,Nashville
04/02/18,0.99,759532.37,511953.91,60712.96,1345,185520.5,88148.1,97195.73,176.67,conventional,2018,Orlando
19/04/15,1.59,8122.45,391.97,5966.03,0,1764.45,1058.6,705.85,0,organic,2015,Detroit
13/09/15,1.67,83530.33,9336.46,64212.51,0,9981.36,5498.57,4482.79,0,organic,2015,GreatLakes
29/10/17,1.17,193936.8,108447,13949.4,264.49,71275.91,39625.9,31443.34,206.67,conventional,2017,Jacksonville
01/02/15,0.68,1391089.32,786166.9,495262.11,18855.32,90804.99,79314.06,11474.72,16.21,conventional,2015,DallasFtWorth
15/05/16,2.27,31308.71,1845.91,27742.47,0,1720.33,1713.66,6.67,0,organic,2016,SanFrancisco
02/07/17,1.45,943746.5,128743.48,534893.06,149582.02,130527.94,128738.67,327.15,1462.12,conventional,2017,Chicago
28/01/18,1.78,8672.12,1005.73,2110.22,0,5556.17,5538.46,17.71,0,organic,2018,LasVegas
09/10/16,1.99,1434.77,83.91,770.3,0,580.56,580.56,0,0,organic,2016,GrandRapids
14/01/18,1.21,1117376.99,193892.28,785766.05,2860.37,134858.29,130904.76,944.69,3008.84,conventional,2018,SanFrancisco
11/02/18,1.36,16655.03,606.28,2464.24,0,13547.38,12740.25,807.13,0,organic,2018,Detroit
12/11/17,1.26,200521,58938,69122,982,71479,69009,2411,59,conventional,2017,RichmondNorfolk
31/12/17,1.14,15852.37,446.28,1042.43,0,14363.66,13142.03,1221.63,0,organic,2017,Columbus
23/04/17,1.39,56242.52,1787.17,12544.82,4.07,41906.46,495.17,41411.29,0,organic,2017,Seattle
08/03/15,1.63,6507.49,284.64,1349.92,8.83,4864.1,4864.1,0,0,organic,2015,Philadelphia
26/11/17,1.29,44800,2027,25986,37,16750,13893,2858,0,conventional,2017,Syracuse
06/03/16,0.98,671667.78,145893.9,242906.02,18706.34,264161.52,47418.17,216743.35,0,conventional,2016,Denver
17/04/16,1.48,54241.93,16280.57,11390.63,403.64,26167.09,22303,3864.09,0,organic,2016,Southeast
09/07/17,2.2,4236.47,358.58,1807.52,16.68,2053.69,37.23,2016.46,0,organic,2017,Spokane
19/04/15,1.05,10387.69,172.29,8811.28,0,1404.12,976.03,428.09,0,organic,2015,Roanoke
27/09/15,2,2023.36,15.19,758.31,0,1249.86,1249.86,0,0,organic,2015,Boston
22/10/17,1.68,264208.2,10671.96,29448.03,99.41,223988.8,223697.53,291.27,0,organic,2017,Northeast
30/08/15,1.58,48176.23,5555.85,35591.33,2.66,7026.39,0,7026.39,0,organic,2015,Seattle
02/04/17,1.62,92621.11,4530.8,68015.37,97.26,19977.68,6332.44,13645.24,0,conventional,2017,Albany
18/09/16,1.74,108615.07,2300.06,45951.61,2199.06,58164.34,46367.63,11796.71,0,organic,2016,Midsouth
24/01/16,1.16,1940.08,235.54,132.09,0,1572.45,1526.47,45.98,0,organic,2016,Pittsburgh
24/05/15,1.59,714266.31,234692.14,293553.99,6911.26,179108.92,116181.11,62927.81,0,organic,2015,TotalUS
25/10/15,1.8,7895.81,1520.03,5456.64,0,919.14,383.33,535.81,0,organic,2015,Detroit
26/07/15,1.02,159846.2,91758.41,25540.09,13557.25,28990.45,23981.05,3986.29,1023.11,conventional,2015,Columbus
13/12/15,1.85,995.96,10.44,178.7,0,806.82,806.82,0,0,organic,2015,Albany
10/04/16,1.95,10787.78,459.39,2809.86,12.84,7505.69,5674.23,1831.46,0,organic,2016,Philadelphia
24/09/17,1.56,31132.88,51.41,952.51,0,30128.96,30124.52,4.44,0,organic,2017,Boston
24/01/16,1.35,70767.77,23737.39,5747.06,0,41283.32,39836.86,1446.46,0,organic,2016,SouthCentral
29/03/15,1.63,15847.83,7578.28,3597.75,786.94,3884.86,3884.86,0,0,organic,2015,BaltimoreWashington
28/02/16,1.46,37727.89,800.13,26050.81,44.6,10832.35,2036.03,8796.32,0,organic,2016,Seattle
08/03/15,1.17,408403.96,3425.53,290512.65,78.96,114386.82,113811.26,575.56,0,conventional,2015,Boston
09/08/15,1.15,523157.29,220284.27,169096.61,13416.02,120360.39,120360.39,0,0,conventional,2015,Seattle
24/04/16,0.65,79562.45,36437.8,2849.95,590.88,39683.82,39671.39,5.85,6.58,conventional,2016,Boise
04/12/16,1.31,216077.75,80765.25,51555.26,8087.24,75670,71739.23,3930.77,0,conventional,2016,RaleighGreensboro
08/11/15,1.65,7159.03,2700.66,2975.05,566.83,916.49,846.82,69.67,0,organic,2015,BaltimoreWashington
24/12/17,1.4,335782.87,210851.28,27970.4,717.07,96244.12,62931.27,33312.85,0,conventional,2017,Tampa
27/08/17,1.78,220520.33,4245.98,160115.84,67.41,56091.1,55270.66,377.11,443.33,conventional,2017,HartfordSpringfield
06/12/15,1.01,99519.99,41191.54,35662.29,100.43,22565.73,22565.73,0,0,conventional,2015,Roanoke
31/12/17,1.82,2468.87,251.57,692.89,0,1524.41,426.67,1097.74,0,organic,2017,Spokane
20/12/15,1.05,56443.43,1703.96,30942.26,2554.61,21242.6,11290.59,9360.13,591.88,conventional,2015,Louisville
22/05/16,1.71,5433.16,437.48,2422.71,544.63,2028.34,2021.67,6.67,0,organic,2016,Charlotte
22/01/17,1.53,136422.97,28034.89,54342.56,6.18,54039.34,49913.43,4125.91,0,organic,2017,California
15/02/15,1.52,116499.36,85444.97,21689.75,0,9364.64,9364.64,0,0,organic,2015,California
07/08/16,1.47,4024822.13,304604.68,2245559.82,59915.16,1414742.47,1335096.5,58406.29,21239.68,conventional,2016,Northeast
28/02/16,2.01,7998.27,1156.04,6504.7,0,337.53,334.2,3.33,0,organic,2016,Sacramento
16/08/15,1.45,62132.94,32498.91,7976.91,0,21657.12,20726.4,930.72,0,organic,2015,SouthCentral
08/11/15,1.82,8902.22,1234.41,7001.62,0,666.19,499.65,166.54,0,organic,2015,SanDiego
03/07/16,0.85,20324.1,2065.19,6670.1,0,11588.81,1465.71,10123.1,0,organic,2016,Atlanta
